State,Population,AreaInSqKm,DensityPerSqKm
Uttar Pradesh-199812341-240928-828
Maharashtra-112372972-307713-365
Bihar-103804637-94163-1102
West Bengal-91347736-88752-1029
Madhya Pradesh-72597565-308245-236
Tamil Nadu-721389958-130058-555
Rajasthan-68621012-342239-201
Karnataka-61130704-191796-319
Gujarat-60383628-196024-388
Andhra Pradesh-49386799-162968-303
Odisha-41947358-155707-269
Telangana-35286757-114848-307
Kerala-33387977-38863-859
Jharkhand-32966238-79714-397
Assam-31169272-78438-397
Punjab-27704236-5036-558
Chattisgarh-25540196-135191-185
Harayana-25353081-44212-573
Jammu and Kashmir-12548926-222236-57
Uttarakhand-10116752-53483-189
Himachal Pradesh-6864602-55673-123
Tripura-3671032-10486-350
Manipur-2721756-22322-122
Meghalaya-2964807-22429-132
Nagaland-1980602-16579-119
Goa-1457723-3702-394
Arunachal Pradesh-1382611-21006-50
Mizoram-1091014-21081-52
Sikkim-687688-7096-86
